codigo_onibus,placa,linha,latitude,longitude,velocidade,sentido,trajeto,hodometro,datahoracoleta,dataposicao,horaposicao
901008,,22,-23.006676,-43.312581,12.8,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],22999.2,2023-07-26 19:56:18,2023-07-26,19:00:24
901011,RIV8A74,40,-23.001446,-43.367829,21.6,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],23676.8,2023-07-26 19:56:18,2023-07-26,19:56:11
901018,,51,-23.000075,-43.356425,48.3,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2502.1,2023-07-26 19:56:18,2023-07-24,17:24:22
901012,,52,-22.96143,-43.392166,53.9,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],21443.0,2023-07-26 19:56:18,2023-07-26,18:59:18
901014,,52,-22.875495,-43.405591,25.7,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],35794.7,2023-07-26 19:56:18,2023-07-26,19:56:12
901007,,22,-22.965021,-43.39128,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],21891.7,2023-07-26 19:56:18,2023-07-26,17:59:44
901009,,40,-22.877523,-43.336955,6.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],21060.8,2023-07-26 19:56:18,2023-07-26,19:56:13
901013,,22,-23.000081,-43.352395,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],31752.2,2023-07-26 19:56:18,2023-07-26,19:54:10
901010,RJM8G30,22,-23.000741,-43.333356,40.5,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],23018.2,2023-07-26 19:56:18,2023-07-26,19:55:58
901015,,51,-22.965325,-43.391704,0.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],14155.3,2023-07-26 19:56:18,2023-07-26,19:15:13
901047,,0,-22.964836,-43.391920999999996,0.0,,,45440.7,2023-07-26 19:56:18,2023-07-26,18:40:51
901017,,22,-22.965521,-43.390564,21.4,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25275.6,2023-07-26 19:56:18,2023-07-26,19:56:11
901063,,51,-22.965279,-43.391226,0.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],48950.9,2023-07-26 19:56:18,2023-07-26,18:46:51
901006,RJA9F56,22,-23.001158,-43.329358,9.9,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],19586.9,2023-07-26 19:56:18,2023-07-26,18:59:45
901005,RJB8E53,22,-23.000187,-43.366901,17.3,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],21883.9,2023-07-26 19:56:18,2023-07-26,19:55:19
901004,RJQ8J80,22,-23.005933,-43.317492,58.6,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],21644.7,2023-07-26 19:56:18,2023-07-26,19:04:55
902095,,35,-22.841312,-43.253516,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],7511.6,2023-07-26 19:56:18,2023-07-26,18:15:54
30504,,25,-23.008545,-43.444423,28.5,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],53920.1,2023-07-26 19:56:18,2023-07-26,19:56:04
47031,KYW5240,12,-23.000928,-43.364867,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],51114.9,2023-07-26 19:56:18,2023-07-26,19:56:04
30533,KWO8120,0,-22.920234999999998,-43.608082,0.0,,,52733.1,2023-07-26 19:56:18,2023-07-26,18:16:07
47027,KRR2119,20,-22.933893,-43.669347,53.7,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],1004.1,2023-07-26 19:56:18,2023-07-18,18:10:15
86840,KOS9769,13,-22.919551,-43.607877,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],778.8,2023-07-26 19:56:18,2023-04-21,02:01:35
30538,KXE7719,13,-23.013496,-43.462784,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],56179.6,2023-07-26 19:56:18,2023-07-26,19:56:13
13412,KPY9734,0,-22.965162,-43.391705,0.0,,,44901.0,2023-07-26 19:56:18,2023-07-26,19:16:51
50309,KPN6B05,25,-23.019753,-43.50323,40.1,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],20263.2,2023-07-26 19:56:18,2023-07-26,19:04:35
12702,KXB8152,25,-22.919625,-43.608713,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],27817.4,2023-07-26 19:56:18,2023-07-04,23:11:48
12706,KXB8938,10,-22.920521,-43.607432,0.0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),4060.2,2023-07-26 19:56:18,2023-03-31,08:02:04
47025,KXE8652,13,-22.919881,-43.607336,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],38341.5,2023-07-26 19:56:18,2023-07-07,14:18:49
30532,KYL8599,25,-22.992393,-43.598565,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],42053.8,2023-07-26 19:56:18,2023-07-26,19:44:42
13423,LSI5976,18,-23.015262,-43.470531,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],41386.8,2023-07-26 19:56:18,2023-07-26,19:56:00
13403,LTF5447,10,-23.019565,-43.504453,38.4,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],53571.1,2023-07-26 19:56:18,2023-07-26,19:56:08
90002,LMB2D92,20,-22.998192,-43.58801,28.7,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],56165.4,2023-07-26 19:56:18,2023-07-26,19:55:59
47030,LSQ5263,18,-22.929586,-43.65527,43.3,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],54038.6,2023-07-26 19:56:18,2023-07-26,19:56:15
30519,LRE9804,20,-22.993881,-43.595974,0.0,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],51712.6,2023-07-26 19:56:18,2023-07-26,19:56:14
44732,LSG9592,19,-23.012419,-43.458604,0.0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],38000.2,2023-07-26 19:56:18,2023-07-26,19:56:00
13409,KPY9733,10,-22.915786,-43.628365,0.0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),22420.5,2023-07-26 19:56:18,2023-04-26,21:10:13
13424,KRL4069,11,-22.918853,-43.607502,0.0,ida,11 - SANTA CRUZ X ALVORADA (PARADOR),2305.6,2023-07-26 19:56:18,2023-07-26,19:56:09
90005,KWK6A89,20,-23.008273,-43.443404,0.0,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],50146.9,2023-07-26 19:56:18,2023-07-26,19:55:59
86851,KQO8674,29,-22.943557,-43.661133,45.7,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],13066.3,2023-07-26 19:56:18,2023-07-26,19:55:30
86875,KQB4103,18,-23.00665,-43.312202,25.7,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],13227.8,2023-07-26 19:56:18,2023-07-26,19:55:59
30518,KYL8597,0,-23.002187,-43.421518,59.7,,,37313.8,2023-07-26 19:56:18,2023-07-26,19:56:08
12707,LMI8079,12,-22.919866,-43.607431,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],4853.2,2023-07-26 19:56:18,2023-05-20,05:02:01
902090,,35,-23.000735,-43.366218,0.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],15219.1,2023-07-26 19:56:18,2023-07-26,19:33:32
47029,LSQ5267,20,-22.963892,-43.647778,6.5,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],57188.3,2023-07-26 19:56:18,2023-07-26,19:42:23
A994324,LUN4324,0,-22.827099,-43.2747866,0.0,,,47785.674,2023-07-26 19:56:18,2023-07-26,18:57:31
13420,KWI9708,20,-22.941909,-43.662799,42.7,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],48285.2,2023-07-26 19:56:18,2023-07-26,19:56:10
A999574,LSD9574,0,-23.0009121,-43.3636843,0.0,,,24148.286,2023-07-26 19:56:18,2022-03-30,08:26:06
44717,KWW8818,18,-22.919874,-43.607744,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],8226.799,2023-07-26 19:56:18,2023-06-06,00:02:47
12704,LSM8778,20,-22.920368,-43.607281,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],21199.9,2023-07-26 19:56:18,2023-06-08,07:00:34
47004,KQK7904,13,-23.000965,-43.365694,12.4,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],49774.0,2023-07-26 19:56:18,2023-07-26,19:39:42
27205,LSL9114,18,-22.919764999999998,-43.608465,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],4823.1,2023-07-26 19:56:18,2023-07-02,02:02:01
47012,KPZ8364,0,-23.011608,-43.532277,60.0,,,55244.8,2023-07-26 19:56:18,2023-07-26,19:46:14
47015,LRH8891,10,-22.919456,-43.607191,0.0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),12489.7,2023-07-26 19:56:18,2023-04-18,17:25:44
86885,LTB5540,29,-22.919621,-43.607352,11.5,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],514881.7,2023-07-26 19:56:18,2023-07-26,19:56:16
13414,KPY9731,25,-22.919539,-43.607846,0.0,ida,25 -  MATO ALTO X ALVORADA (PARAD0R) [IDA],8259.2,2023-07-26 19:56:18,2023-06-16,00:31:58
13425,KRL4070,19,-23.004825,-43.559616,8.3,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],1201.6,2023-07-26 19:56:18,2023-07-26,18:59:09
12738,KRR2404,18,-23.001445,-43.328876,37.2,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],37697.6,2023-07-26 19:56:18,2023-07-26,19:56:04
30502,LQT9173,19,-22.919615,-43.608327,0.0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],21983.5,2023-07-26 19:56:18,2023-05-27,22:05:53
86886,LTB5541,14,-22.917912,-43.607035,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],13250.5,2023-07-26 19:56:18,2023-07-26,19:16:52
47032,KXE8654,25,-23.01589,-43.519666,59.6,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],23120.5,2023-07-26 19:56:18,2023-06-12,23:42:32
13428,KXE7712,12,-23.005703,-43.557057,59.6,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],58011.0,2023-07-26 19:56:18,2023-07-26,19:55:59
47006,KWZ8630,18,-22.91774,-43.607053,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],51041.3,2023-07-26 19:56:18,2023-07-26,19:36:21
KXE9191 PKP,KXE9191,0,-23.000652,-43.363645,0.0,,,2627.9,2023-07-26 19:56:18,2023-07-26,19:20:24
47007,LSP6018,13,-22.918149,-43.607075,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],42374.1,2023-07-26 19:56:18,2023-07-26,19:56:02
13413,KWI9711,13,-23.00097,-43.364954,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],43788.7,2023-07-26 19:56:18,2023-07-26,19:49:43
90001,KPZ5E15,12,-23.011048,-43.453176,35.3,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],44476.5,2023-07-26 19:56:18,2023-07-26,19:56:00
901057,,22,-23.000903,-43.364355,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],51335.0,2023-07-26 19:56:18,2023-07-26,19:48:14
901003,RKM8C54,41,-22.980129,-43.408829,59.5,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],22935.8,2023-07-26 19:56:18,2023-07-26,19:56:05
86874,KQB4102,20,-23.020845,-43.494133,38.4,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],513020.2,2023-07-26 19:56:18,2023-07-26,19:56:06
86879,LTN5696,20,-22.920265,-43.608182,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],2058.699,2023-07-26 19:56:18,2023-07-26,19:56:08
90003,KYN7F36,10,-22.998631,-43.586043,0.1,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],19218.2,2023-07-26 19:56:18,2023-07-26,19:56:16
12711,LSO1629,10,-22.919951,-43.607173,0.0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),4511.1,2023-07-26 19:56:18,2023-03-15,15:36:35
86809,LQH9072,0,-22.920188,-43.607975,0.0,,,7406.7,2023-07-26 19:56:18,2023-07-26,19:20:34
47011,LRH8889,10,-23.014334,-43.466427,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],39799.7,2023-07-26 19:56:18,2023-07-26,18:59:37
47009,KPZ8430,0,-23.000875,-43.417565,23.0,,,54371.4,2023-07-26 19:56:18,2023-07-26,19:56:11
47014,KZI4452,25,-23.015628,-43.471039,22.9,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],38288.8,2023-07-26 19:56:18,2023-07-26,19:56:01
30537,KXE7720,18,-23.002803,-43.423232,56.3,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],51673.1,2023-07-26 19:56:18,2023-07-26,19:56:00
50301,KPP5B70,19,-22.998606,-43.586097,33.1,volta,19 - SALVADOR ALLENDE X PINGO D'AGUA (EXPRESSO) [VOLTA],4071.2,2023-07-26 19:56:18,2023-07-26,19:55:20
47005,LSV5862,0,-22.920488,-43.608226,0.0,,,42896.4,2023-07-26 19:56:18,2023-07-22,14:01:00
47018,LRS2843,25,-23.000334,-43.377162,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],33246.9,2023-07-26 19:56:18,2023-07-26,19:56:05
30536,KXE7721,10,-22.920297,-43.60846,0.0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),13477.3,2023-07-26 19:56:18,2023-06-03,18:26:10
44713,KPZ3559,19,-22.96604,-43.646709,0.0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],29769.1,2023-07-26 19:56:18,2023-07-26,19:13:34
13401,KQO7822,0,-22.924437,-43.679177,34.0,,,53812.4,2023-07-26 19:56:18,2023-07-26,19:56:15
47021,KRM7686,20,-22.919605,-43.607079,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],24792.3,2023-07-26 19:56:18,2023-06-11,16:52:40
13421,KWO8119,18,-23.008624,-43.444643,33.7,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],15208.5,2023-07-26 19:56:18,2023-07-26,19:55:58
13419,LTV5426,13,-23.011497,-43.532363,48.2,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],43597.2,2023-07-26 19:56:18,2023-07-26,19:55:38
27174,KQP5437,12,-23.000623,-43.364738,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],19068.1,2023-07-26 19:56:18,2023-07-26,19:55:14
47026,KYA7928,10,-22.966123,-43.645449,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],33042.5,2023-07-26 19:56:18,2023-07-26,19:55:58
47024,KYS6559,0,-22.918807,-43.60743,0.0,,,27809.6,2023-07-26 19:56:18,2023-07-21,18:41:50
86889,KRQ6878,20,-22.966017,-43.645649,0.0,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],515226.8,2023-07-26 19:56:18,2023-07-26,19:48:14
12724,LMJ1118,20,-22.918054,-43.684098,12.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],9924.5,2023-07-26 19:56:18,2023-07-26,19:56:14
27209,LSL9B07,18,-23.006816,-43.312361,0.0,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],10251.9,2023-07-26 19:56:18,2023-07-26,18:59:22
27176,LRK9563,19,-22.91724,-43.68439,0.0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],13751.1,2023-07-26 19:56:18,2023-07-26,19:56:15
30511,KPV2250,12,-23.015424,-43.520773,43.5,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],49790.8,2023-07-26 19:56:18,2023-07-26,19:55:13
13427,KXE7711,0,-22.991891,-43.598606,0.0,,,52043.9,2023-07-26 19:56:18,2023-07-26,19:56:05
12725,LMJ1327,12,-22.997827,-43.590327,26.8,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],39454.9,2023-07-26 19:56:18,2023-07-26,19:55:59
12737,KXO9461,18,-22.920542,-43.607195,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],4377.2,2023-07-26 19:56:18,2023-03-07,09:55:21
13404,KQO7823,0,-23.012262,-43.457848,0.0,,,56272.2,2023-07-26 19:56:18,2023-07-26,19:56:01
47022,KRM7701,25,-23.00064,-43.365606,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],13238.0,2023-07-26 19:56:18,2023-07-26,19:43:46
12736,LMJ4504,20,-22.920224,-43.6081,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],15487.2,2023-07-26 19:56:18,2023-07-26,17:51:31
12726,KXD8483,0,-22.920554,-43.608165,0.0,,,18036.3,2023-07-26 19:56:18,2023-07-26,19:50:58
13422,LSI5978,20,-22.969475,-43.625992,57.6,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],40664.5,2023-07-26 19:56:18,2023-07-26,19:56:05
13402,LTL5480,19,-22.969816,-43.627419,53.5,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],43506.8,2023-07-26 19:56:18,2023-07-26,19:56:11
12730,LSO8993,20,-22.970081,-43.628901,49.7,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],9568.5,2023-07-26 19:56:18,2023-07-26,19:56:04
86872,LSH7386,18,-22.966177,-43.644673,29.9,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],22634.9,2023-07-26 19:56:18,2023-07-26,19:55:48
12714,KXC7431,0,-22.919476,-43.607739,0.0,,,39737.7,2023-07-26 19:56:18,2023-07-26,19:21:30
86878,LSZ6142,0,-22.920668,-43.608121,0.0,,,23732.5,2023-07-26 19:56:18,2023-07-06,17:04:14
47017,LRS2841,12,-23.015384,-43.522473,49.2,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],48252.4,2023-07-26 19:56:18,2023-07-26,19:56:02
86859,KWJ9250,20,-23.000958,-43.365075,25.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],18898.8,2023-07-26 19:56:18,2023-07-26,19:51:33
30506,LRC6583,18,-22.919917,-43.607602,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],2161.9,2023-07-26 19:56:18,2023-03-03,16:38:13
30509,KYM4574,10,-23.017829,-43.479718,36.5,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],53282.4,2023-07-26 19:56:18,2023-07-26,19:56:09
47008,KPY9735,10,-22.920562,-43.608147,0.0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),42835.5,2023-07-26 19:56:18,2023-06-13,08:00:39
12721,KXW7973,10,-22.920054,-43.607777,0.0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),986.6,2023-07-26 19:56:18,2023-03-17,17:00:19
12710,KRO9724,18,-22.999988,-43.352664,0.0,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],38643.7,2023-07-26 19:56:18,2023-07-26,19:56:02
12720,KXD9430,0,-23.000873,-43.365022,0.0,,,21997.8,2023-07-26 19:56:18,2023-07-26,19:38:07
86802,KQK8699,18,-23.019146,-43.505679,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],11867.1,2023-07-26 19:56:18,2023-07-26,19:53:19
12712,LSN8501,10,-22.944886,-43.659835,48.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],31386.9,2023-07-26 19:56:18,2023-07-26,19:56:03
13407,KPY9732,25,-22.99172,-43.598784,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],45726.1,2023-07-26 19:56:18,2023-07-26,19:55:59
30525,LRC6596,12,-23.000303,-43.398293,20.5,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],53931.3,2023-07-26 19:56:18,2023-07-26,19:56:08
47019,KWZ8629,25,-23.002206,-43.366079,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],37053.4,2023-07-26 19:56:18,2023-07-22,12:16:26
12703,LSM8771,10,-22.919891,-43.607869,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],30854.4,2023-07-26 19:56:18,2023-06-22,11:01:22
30521,LRC6594,20,-22.93047,-43.674043,38.7,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],35081.2,2023-07-26 19:56:18,2023-07-26,19:55:15
50302,LSB7J03,11,-22.920147,-43.607163,0.0,ida,11 - SANTA CRUZ X ALVORADA (PARADOR),2822.8,2023-07-26 19:56:18,2023-03-11,10:01:59
12718,KRP5933,12,-22.920426,-43.607335,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],18261.1,2023-07-26 19:56:18,2023-06-06,14:12:44
12739,LMJ4F12,20,-22.935436,-43.666409,13.8,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],24069.0,2023-07-26 19:56:18,2023-07-26,19:54:12
30542,KXE7717,18,-23.006437,-43.312357,0.0,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],53149.6,2023-07-26 19:56:18,2023-07-26,19:56:12
12733,KRQ4900,0,-22.919829,-43.608492,0.0,,,18657.0,2023-07-26 19:56:18,2023-07-26,19:05:22
13406,LRG6479,18,-22.919869,-43.607222,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],1118.8,2023-07-26 19:56:18,2023-02-25,07:45:52
30514,KYL8595,29,-23.001241,-43.574904,4.0,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],38541.3,2023-07-26 19:56:18,2023-07-26,19:56:08
47010,KPZ8363,25,-23.00073,-43.364321,3.3,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],42870.9,2023-07-26 19:56:18,2023-07-26,19:54:48
86884,LSP9604,18,-23.000381,-43.390057,0.0,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],15524.1,2023-07-26 19:56:18,2023-07-26,19:56:06
30522,LRE9805,12,-22.9203,-43.607183,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],17983.8,2023-07-26 19:56:18,2023-04-18,09:39:03
12734,LSP8673,20,-23.001576,-43.573529,27.8,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],17134.5,2023-07-26 19:56:18,2023-07-26,19:56:15
A991F39,LUG1F39,0,-22.9516728,-43.3495341,0.0,,,84598.226,2023-07-26 19:56:18,2022-12-11,06:11:10
KWB9798 - APOIO VAN,KWB9798,0,-22.965714,-43.646138,34.0,,,3372.8,2023-07-26 19:56:18,2023-07-26,19:24:22
90006,LRH6D12,10,-22.993363,-43.597029,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],30007.5,2023-07-26 19:56:18,2023-07-26,19:55:58
30531,LRC6592,25,-23.004385,-43.428785,56.5,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],40925.9,2023-07-26 19:56:18,2023-07-26,19:56:15
30524,LRC6601,25,-23.000665,-43.365119,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],29493.1,2023-07-26 19:56:18,2023-07-26,19:55:53
12731,,18,-22.920321,-43.608081,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],39932.0,2023-07-26 19:56:18,2023-07-26,19:46:22
86870,LSC9364,0,-22.919654,-43.608503,0.0,,,3175.4,2023-07-26 19:56:18,2023-07-26,18:01:46
13415,KQK7905,13,-23.000687,-43.364968,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],45299.6,2023-07-26 19:56:18,2023-07-26,19:56:11
10306,KQP6773,19,-22.919442,-43.607595,0.0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],13633.6,2023-07-26 19:56:18,2023-05-08,18:25:33
901002,,22,-23.006722,-43.312223,0.0,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],17546.5,2023-07-26 19:56:18,2023-07-26,19:56:00
902103,,35,-22.876452,-43.329762,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],12130.2,2023-07-26 19:56:18,2023-07-26,18:56:40
B13,KYM5979,14,-22.963455,-43.650024,9.8,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1336.2,2023-07-26 19:56:18,2023-07-26,19:53:20
B16,LSI3468,14,-23.020075,-43.488654,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1299.6,2023-07-26 19:56:18,2023-07-26,19:56:02
B35,LTI1196,14,-23.016441,-43.474401,59.1,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1253.8,2023-07-26 19:56:18,2023-07-26,19:56:00
B17,KWY8231,14,-23.019944,-43.488061,29.6,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1414.9,2023-07-26 19:56:18,2023-07-26,19:56:08
B18,KRK9729,14,-23.004852,-43.560725,43.9,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1292.9,2023-07-26 19:56:18,2023-07-26,19:56:09
B20,LMH6141,14,-23.020241,-43.490187,39.7,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1319.6,2023-07-26 19:56:18,2023-07-26,19:00:09
B19,KZJ7238,14,-23.005541666666666,-43.4315,36.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],105163.3,2023-07-26 19:56:18,2023-07-26,19:56:04
B09,KRP3042,17,-22.815253333333334,-43.188356666666664,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR),133560.5,2023-07-26 19:56:18,2023-05-02,16:34:21
